date,commodity,dollar_sales,units,time_of_transaction
2020-10-21,pancake mixes,816.45,452,578567
2020-10-21,pasta,4976.28,4584,5896156
2020-10-21,pasta sauce,6845.91,3424,4465685
2020-10-21,syrups,3652.88,1509,2034489
2020-10-22,pancake mixes,621.86,344,490245
2020-10-22,pasta,3838.8,3526,4763243
2020-10-22,pasta sauce,5250.59,2620,3604534
2020-10-22,syrups,2818.86,1179,1676968
2020-10-23,pancake mixes,543.6,302,410448
2020-10-23,pasta,3290.29,3036,3977768
2020-10-23,pasta sauce,4466.63,2254,3083331
2020-10-23,syrups,2499.45,1066,1485673
2020-10-24,pancake mixes,616.58,343,454361
2020-10-24,pasta,3625.77,3338,4421621
2020-10-24,pasta sauce,4293.22,2147,2875651
2020-10-24,syrups,2878.11,1245,1704858
2020-10-25,pancake mixes,552.28,318,423556
2020-10-25,pasta,3793.52,3420,4404649
2020-10-25,pasta sauce,4480.45,2289,2958110
2020-10-25,syrups,3210.56,1346,1815012
2020-10-26,pancake mixes,755.95,431,591117
2020-10-26,pasta,3825.98,3426,4421453
2020-10-26,pasta sauce,4359.99,2139,2801092
2020-10-26,syrups,3351.99,1418,2023989
2020-10-27,pancake mixes,1078.36,615,807408
2020-10-27,pasta,4997.93,4560,5688064
2020-10-27,pasta sauce,5583.35,2729,3441231
2020-10-27,syrups,4216.37,1774,2434564
2020-11-04,pancake mixes,978.36,535,697038
2020-11-04,pasta,5036.67,4518,5578818
2020-11-04,pasta sauce,5756.67,2810,3569277
2020-11-04,syrups,4086.45,1698,2356936
2020-11-05,pancake mixes,965.11,546,766308
2020-11-05,pasta,5245.18,4703,6223698
2020-11-05,pasta sauce,5176.92,2545,3381649
2020-11-05,syrups,4751.55,1998,2963813
2020-11-06,pancake mixes,1236.93,697,979044
2020-11-06,pasta,6266.31,5615,7348610
2020-11-06,pasta sauce,5366.59,2590,3375274
2020-11-06,syrups,5751.64,2426,3525926
2020-11-07,pancake mixes,1481.67,803,984669
2020-11-07,pasta,6458.89,5753,6264095
2020-11-07,pasta sauce,4659.87,2267,2520422
2020-11-07,syrups,5411.53,2271,2846084
2020-11-09,pancake mixes,900.08,492,701735
2020-11-09,pasta,3077.98,2841,3611406
2020-11-09,pasta sauce,3811.06,1899,2519343
2020-11-09,syrups,2503.38,1008,1457763
2020-11-10,pancake mixes,854.14,494,658455
2020-11-10,pasta,3422.6,3148,4071310
2020-11-10,pasta sauce,4400.8,2192,2873446
2020-11-10,syrups,2320.02,943,1321399
2020-11-18,pancake mixes,720.27,421,570632
2020-11-18,pasta,3800.04,3496,4609495
2020-11-18,pasta sauce,5268.94,2531,3389985
2020-11-18,syrups,2192.2400000000002,865,1196427
2020-11-19,pancake mixes,720.94,405,596183
2020-11-19,pasta,3971.53,3653,4926610
2020-11-19,pasta sauce,5570.49,2769,3811200
2020-11-19,syrups,2286.2,898,1337492
2020-11-20,pancake mixes,774.68,450,680073
2020-11-20,pasta,4195.73,3924,5225389
2020-11-20,pasta sauce,5455.14,2701,3715144
2020-11-20,syrups,2501.06,1023,1549041
2020-11-21,pancake mixes,1154.32,656,915435
2020-11-21,pasta,4696.69,4388,5437726
2020-11-21,pasta sauce,5613.69,2772,3566708
2020-11-21,syrups,3308.8,1336,1904870
2020-11-22,pancake mixes,773.78,434,578370
2020-11-22,pasta,2925.96,2732,3526270
2020-11-22,pasta sauce,3918.2,1949,2631777
2020-11-22,syrups,2198.45,905,1233908
2020-11-23,pancake mixes,937.95,547,774604
2020-11-23,pasta,3766.5,3536,4684357
2020-11-23,pasta sauce,5191.7,2593,3560747
2020-11-23,syrups,2585.21,1030,1553154
2020-11-24,pancake mixes,1081.72,637,850402
2020-11-24,pasta,4520.17,4296,5529685
2020-11-24,pasta sauce,6071.66,3053,3996649
2020-11-24,syrups,2960.97,1202,1699295
2020-12-02,pancake mixes,841.96,472,648134
2020-12-02,pasta,5203.83,5035,6499789
2020-12-02,pasta sauce,7739.72,3812,5049131
2020-12-02,syrups,2677.84,1031,1447680
2020-12-03,pancake mixes,696.11,397,571965
2020-12-03,pasta,4524.62,4366,5858259
2020-12-03,pasta sauce,6542.81,3292,4594253
2020-12-03,syrups,2261.7200000000003,873,1305458
2020-12-04,pancake mixes,633.3,352,493779
2020-12-04,pasta,4251.31,4121,5453726
2020-12-04,pasta sauce,6085.38,3111,4231509
2020-12-04,syrups,2160.46,865,1249085
2020-12-05,pancake mixes,836.77,479,651257
2020-12-05,pasta,5025.29,4956,6274663
2020-12-05,pasta sauce,6763.96,3403,4528922
2020-12-05,syrups,3240.02,1263,1801701
2020-12-06,pancake mixes,707.05,403,591600
2020-12-06,pasta,4116.64,3938,5126498
2020-12-06,pasta sauce,5739.69,2868,3886201
2020-12-06,syrups,2292.39,894,1311734
2020-12-07,pancake mixes,790.64,450,680833
2020-12-07,pasta,3762.58,3649,4718649
2020-12-07,pasta sauce,5081.47,2606,3403735
2020-12-07,syrups,2451.45,967,1457123
2020-12-08,pancake mixes,1165.32,672,922055
2020-12-08,pasta,5719.67,5488,6922137
2020-12-08,pasta sauce,7922.93,4011,5142932
2020-12-08,syrups,3624.83,1413,2035259
2020-12-16,pancake mixes,1011.4300000000001,586,774415
2020-12-16,pasta,5250.55,5168,6554271
2020-12-16,pasta sauce,7716.66,4042,5325707
2020-12-16,syrups,3186.2200000000003,1251,1806503
2020-12-17,pancake mixes,653.76,382,543006
2020-12-17,pasta,3998.31,3972,5240233
2020-12-17,pasta sauce,5962.7300000000005,3144,4296150
2020-12-17,syrups,2246.26,898,1323429
2020-12-18,pancake mixes,498.9,299,403355
2020-12-18,pasta,3371.69,3361,4281879
2020-12-18,pasta sauce,5217.93,2784,3706080
2020-12-18,syrups,1785.31,696,1012655
2020-12-19,pancake mixes,601.75,360,499989
2020-12-19,pasta,3528.36,3558,4553338
2020-12-19,pasta sauce,5311.94,2864,3789506
2020-12-19,syrups,2270.54,920,1332291
2020-12-20,pancake mixes,560.49,334,465713
2020-12-20,pasta,3685.25,3602,4681042
2020-12-20,pasta sauce,5256.4,2855,3795947
2020-12-20,syrups,2139.81,824,1199881
2020-12-21,pancake mixes,713.98,424,642797
2020-12-21,pasta,3722.63,3673,4849672
2020-12-21,pasta sauce,5506.06,3060,3955738
2020-12-21,syrups,2478.15,984,1472571
2020-12-22,pancake mixes,1094.71,644,870754
2020-12-22,pasta,5480.15,5357,6678076
2020-12-22,pasta sauce,8028.99,4611,5817844
2020-12-22,syrups,3456.42,1376,1976552
2020-12-30,pancake mixes,975.77,523,702092
2020-12-30,pasta,5563.34,5962,6900146
2020-12-30,pasta sauce,9641.18,7385,8731798
2020-12-30,syrups,3111.54,1217,1722001
2020-12-31,pancake mixes,702.97,407,563859
2020-12-31,pasta,4786.38,5141,6172796
2020-12-31,pasta sauce,8406.39,6577,8017149
2020-12-31,syrups,2503.48,991,1436675
2021-01-01,pancake mixes,524.08,294,422095
2021-01-01,pasta,3790.19,4143,4998543
2021-01-01,pasta sauce,6932.31,5477,6507330
2021-01-01,syrups,1803.3,702,1045185
2021-01-02,pancake mixes,620.25,361,500416
2021-01-02,pasta,4420.21,4962,5536871
2021-01-02,pasta sauce,7811.43,6488,7614973
2021-01-02,syrups,2073.88,849,1240434
2021-01-03,pancake mixes,525.1,302,390126
2021-01-03,pasta,3863.2,4117,4916954
2021-01-03,pasta sauce,7310.55,6003,7123850
2021-01-03,syrups,2060.33,807,1189374
2021-01-04,pancake mixes,746.11,421,612797
2021-01-04,pasta,4151.78,4491,5349255
2021-01-04,pasta sauce,7755.37,6397,7574636
2021-01-04,syrups,2517.2200000000003,1021,1523769
2021-01-05,pancake mixes,1126.2,639,923191
2021-01-05,pasta,6509.68,7177,8344978
2021-01-05,pasta sauce,11377.24,9103,10592860
2021-01-05,syrups,3701.08,1454,2130207
2021-01-13,pancake mixes,850.64,478,630989
2021-01-13,pasta,4557.77,4876,5622806
2021-01-13,pasta sauce,6667.28,4120,5000867
2021-01-13,syrups,2627.07,1025,1391315
2021-01-14,pancake mixes,696.64,396,571155
2021-01-14,pasta,4258.05,4519,5526507
2021-01-14,pasta sauce,6152.58,3720,4918675
2021-01-14,syrups,2496.78,940,1409115
2021-01-15,pancake mixes,485.05,277,391642
2021-01-15,pasta,3313.97,3463,4194056
2021-01-15,pasta sauce,4493.87,2714,3563611
2021-01-15,syrups,1851.9,734,1053301
2021-01-16,pancake mixes,561.03,329,449986
2021-01-16,pasta,3212.85,3473,4208483
2021-01-16,pasta sauce,4434.35,2731,3573140
2021-01-16,syrups,1917.27,750,1110736
2021-01-17,pancake mixes,553.34,319,446645
2021-01-17,pasta,3193.61,3252,4100199
2021-01-17,pasta sauce,4384.18,2656,3553821
2021-01-17,syrups,1995.1100000000001,769,1132733
2021-01-18,pancake mixes,861.27,483,734935
2021-01-18,pasta,3647.93,3818,4607635
2021-01-18,pasta sauce,4755.63,2935,3837474
2021-01-18,syrups,2442.9,951,1451081
2021-01-19,pancake mixes,1167.45,685,961534
2021-01-19,pasta,5681.92,5907,6976210
2021-01-19,pasta sauce,7195.42,4445,5617445
2021-01-19,syrups,3720.38,1466,2146478
2021-01-27,pancake mixes,947.5,584,714573
2021-01-27,pasta,4742.0,4657,5572733
2021-01-27,pasta sauce,7081.7,3635,4401106
2021-01-27,syrups,3227.2200000000003,1235,1677735
2021-01-28,pancake mixes,633.78,383,538173
2021-01-28,pasta,3312.7599999999998,3165,4070533
2021-01-28,pasta sauce,4953.86,2616,3470181
2021-01-28,syrups,2036.13,797,1188591
2021-01-29,pancake mixes,589.46,356,495099
2021-01-29,pasta,3386.3,3282,4339878
2021-01-29,pasta sauce,5038.61,2611,3470725
2021-01-29,syrups,1956.47,758,1151114
2021-01-30,pancake mixes,798.39,487,650592
2021-01-30,pasta,4498.0,4309,5452764
2021-01-30,pasta sauce,6002.46,3236,4182177
2021-01-30,syrups,3437.9300000000003,1321,1864300
2021-01-31,pancake mixes,560.81,345,492912
2021-01-31,pasta,3055.16,3039,3855028
2021-01-31,pasta sauce,4648.7300000000005,2442,3163602
2021-01-31,syrups,1830.3400000000001,728,1067234
2021-02-01,pancake mixes,821.73,518,759745
2021-02-01,pasta,3605.71,3499,4540487
2021-02-01,pasta sauce,4827.47,2609,3371154
2021-02-01,syrups,2593.48,1035,1536174
2021-02-02,pancake mixes,1238.74,740,997459
2021-02-02,pasta,5285.79,5336,6644230
2021-02-02,pasta sauce,7752.18,4085,5080390
2021-02-02,syrups,3909.82,1535,2129470
2021-02-10,pancake mixes,1079.88,647,814491
2021-02-10,pasta,5132.34,4889,6258763
2021-02-10,pasta sauce,7754.33,4108,5255858
2021-02-10,syrups,3370.78,1338,1848479
2021-02-11,pancake mixes,607.47,375,517297
2021-02-11,pasta,4161.7300000000005,3942,5201305
2021-02-11,pasta sauce,6121.61,3288,4346889
2021-02-11,syrups,2422.82,977,1449834
2021-02-12,pancake mixes,579.25,362,490435
2021-02-12,pasta,3340.2,3136,4166767
2021-02-12,pasta sauce,5078.3,2771,3700389
2021-02-12,syrups,2060.06,812,1175721
2021-02-13,pancake mixes,586.82,380,516624
2021-02-13,pasta,3455.0,3275,4264026
2021-02-13,pasta sauce,5191.38,2838,3710613
2021-02-13,syrups,2190.21,897,1282987
2021-02-14,pancake mixes,493.04,315,469447
2021-02-14,pasta,3250.9700000000003,3083,3935361
2021-02-14,pasta sauce,4561.07,2446,3146393
2021-02-14,syrups,1911.91,756,1120648
2021-02-15,pancake mixes,820.93,514,720173
2021-02-15,pasta,3394.8,3183,4120892
2021-02-15,pasta sauce,4658.95,2520,3289863
2021-02-15,syrups,2421.38,982,1490384
2021-02-16,pancake mixes,1202.22,756,963628
2021-02-16,pasta,5414.56,5011,6232474
2021-02-16,pasta sauce,7643.54,4091,5110362
2021-02-16,syrups,3679.69,1464,2010664
2021-02-24,pancake mixes,893.96,556,735388
2021-02-24,pasta,5121.81,4786,6050520
2021-02-24,pasta sauce,7174.47,3859,4898357
2021-02-24,syrups,3062.9700000000003,1216,1686127
2021-02-25,pancake mixes,588.48,369,491608
2021-02-25,pasta,3738.75,3569,4829448
2021-02-25,pasta sauce,5629.57,3038,4003331
2021-02-25,syrups,2075.4500000000003,842,1202563
2021-02-26,pancake mixes,514.17,318,440502
2021-02-26,pasta,3429.71,3233,4354071
2021-02-26,pasta sauce,5005.22,2708,3611883
2021-02-26,syrups,1968.42,789,1152092
2021-02-27,pancake mixes,531.77,353,468406
2021-02-27,pasta,3506.31,3281,4364940
2021-02-27,pasta sauce,5122.12,2799,3682171
2021-02-27,syrups,2184.89,880,1292577
2021-02-28,pancake mixes,570.28,352,470601
2021-02-28,pasta,3298.66,3085,4000186
2021-02-28,pasta sauce,4591.47,2567,3320393
2021-02-28,syrups,1910.42,759,1103073
2021-03-01,pancake mixes,749.01,468,655816
2021-03-01,pasta,3279.88,3068,4058848
2021-03-01,pasta sauce,4552.09,2553,3255287
2021-03-01,syrups,2457.85,997,1463614
2021-03-02,pancake mixes,976.73,617,819700
2021-03-02,pasta,4906.91,4595,5826381
2021-03-02,pasta sauce,6641.0,3727,4724760
2021-03-02,syrups,3033.85,1298,1856430
2021-03-10,pancake mixes,780.07,476,597060
2021-03-10,pasta,4712.74,4530,5845826
2021-03-10,pasta sauce,7417.74,3933,5100442
2021-03-10,syrups,2833.63,1128,1591168
2021-03-11,pancake mixes,477.12,313,434081
2021-03-11,pasta,3568.14,3471,4646187
2021-03-11,pasta sauce,5498.53,2944,3974117
2021-03-11,syrups,2016.6000000000001,849,1222243
2021-03-12,pancake mixes,494.7,307,426688
2021-03-12,pasta,3069.47,2918,3899373
2021-03-12,pasta sauce,4512.55,2396,3195850
2021-03-12,syrups,1887.1100000000001,793,1108615
2021-03-13,pancake mixes,669.89,421,591098
2021-03-13,pasta,3656.47,3561,4695633
2021-03-13,pasta sauce,5647.47,3067,4039775
2021-03-13,syrups,2363.39,971,1380406
2021-03-14,pancake mixes,670.25,420,566123
2021-03-14,pasta,3436.95,3290,4308957
2021-03-14,pasta sauce,5144.94,2768,3598122
2021-03-14,syrups,2192.15,934,1323033
2021-03-15,pancake mixes,730.34,459,628290
2021-03-15,pasta,3390.87,3235,4274126
2021-03-15,pasta sauce,4612.3,2544,3248393
2021-03-15,syrups,2382.4,987,1482548
2021-03-16,pancake mixes,1013.47,660,822378
2021-03-16,pasta,4419.66,4188,5465250
2021-03-16,pasta sauce,6438.79,3544,4420165
2021-03-16,syrups,3120.16,1303,1851897
2021-03-24,pancake mixes,747.89,473,601073
2021-03-24,pasta,4590.01,4168,5538779
2021-03-24,pasta sauce,6803.95,3580,4656869
2021-03-24,syrups,2669.7400000000002,1089,1482451
2021-03-25,pancake mixes,502.0,313,435842
2021-03-25,pasta,3702.05,3280,4540958
2021-03-25,pasta sauce,5763.43,3030,4039888
2021-03-25,syrups,2133.65,885,1289003
2021-03-26,pancake mixes,430.46,271,379000
2021-03-26,pasta,3189.3,2905,3966151
2021-03-26,pasta sauce,4801.26,2584,3475540
2021-03-26,syrups,1643.1000000000001,711,998290
2021-03-27,pancake mixes,703.07,434,575412
2021-03-27,pasta,4291.6,3876,5038674
2021-03-27,pasta sauce,5831.05,3207,4104840
2021-03-27,syrups,2741.61,1125,1517312
2021-03-28,pancake mixes,440.55,273,348848
2021-03-28,pasta,2950.0,2719,3550914
2021-03-28,pasta sauce,4217.4,2240,2956522
2021-03-28,syrups,1734.53,760,1066712
2021-03-29,pancake mixes,692.45,432,586635
2021-03-29,pasta,3198.51,2859,3728035
2021-03-29,pasta sauce,4418.35,2405,3084688
2021-03-29,syrups,2315.18,954,1386526
2021-03-30,pancake mixes,1003.85,624,809919
2021-03-30,pasta,4736.22,4465,5633112
2021-03-30,pasta sauce,6426.94,3451,4444465
2021-03-30,syrups,3109.42,1302,1794330
2021-04-07,pancake mixes,865.92,593,736961
2021-04-07,pasta,4813.16,4931,5900039
2021-04-07,pasta sauce,7107.88,3828,5016531
2021-04-07,syrups,2956.71,1176,1599223
2021-04-08,pancake mixes,654.88,461,643464
2021-04-08,pasta,4049.44,4160,5206667
2021-04-08,pasta sauce,6221.23,3422,4569075
2021-04-08,syrups,2268.16,916,1379500
2021-04-09,pancake mixes,594.29,411,550213
2021-04-09,pasta,3374.43,3477,4273073
2021-04-09,pasta sauce,5079.5,2872,3816777
2021-04-09,syrups,1792.71,736,1092195
2021-04-10,pancake mixes,519.61,383,543282
2021-04-10,pasta,3591.63,3737,4431778
2021-04-10,pasta sauce,5006.5,2826,3671600
2021-04-10,syrups,1985.13,814,1199203
2021-04-11,pancake mixes,537.1,377,515572
2021-04-11,pasta,3165.49,3303,3882606
2021-04-11,pasta sauce,4540.43,2508,3303086
2021-04-11,syrups,1964.19,813,1160199
2021-04-12,pancake mixes,747.55,517,694230
2021-04-12,pasta,3241.69,3492,4163577
2021-04-12,pasta sauce,4391.79,2527,3308458
2021-04-12,syrups,2191.92,885,1319274
2021-04-13,pancake mixes,940.39,658,832759
2021-04-13,pasta,4817.38,5099,5892088
2021-04-13,pasta sauce,6531.14,3866,4732787
2021-04-13,syrups,3182.9700000000003,1306,1806602
2021-04-21,pancake mixes,897.37,514,637640
2021-04-21,pasta,4955.7300000000005,5413,6382308
2021-04-21,pasta sauce,7815.88,4630,5730288
2021-04-21,syrups,2937.31,1163,1595678
2021-04-22,pancake mixes,599.1899999999999,336,480593
2021-04-22,pasta,3718.73,4087,5053539
2021-04-22,pasta sauce,6138.46,3763,4837447
2021-04-22,syrups,2054.88,788,1170687
2021-04-23,pancake mixes,462.48,254,355045
2021-04-23,pasta,3321.45,3674,4411958
2021-04-23,pasta sauce,5038.18,3136,3884340
2021-04-23,syrups,1795.25,716,1054502
2021-04-24,pancake mixes,527.05,291,404767
2021-04-24,pasta,3026.5,3354,3991942
2021-04-24,pasta sauce,4718.72,2987,3702343
2021-04-24,syrups,1699.8600000000001,673,952608
2021-04-25,pancake mixes,441.49,245,354355
2021-04-25,pasta,2885.73,3241,3868109
2021-04-25,pasta sauce,4762.21,2991,3720664
2021-04-25,syrups,1664.14,671,989561
2021-04-26,pancake mixes,611.4,357,516990
2021-04-26,pasta,3015.88,3314,3835279
2021-04-26,pasta sauce,4601.96,2890,3501373
2021-04-26,syrups,1994.65,812,1250341
2021-04-27,pancake mixes,805.49,456,628706
2021-04-27,pasta,4073.61,4426,5116610
2021-04-27,pasta sauce,6296.73,3880,4668607
2021-04-27,syrups,2641.34,1086,1526210
2021-05-05,pancake mixes,787.8,449,593296
2021-05-05,pasta,4698.6900000000005,5173,6196961
2021-05-05,pasta sauce,7458.23,4328,5434057
2021-05-05,syrups,2850.71,1158,1572417
2021-05-06,pancake mixes,519.17,299,441904
2021-05-06,pasta,3593.21,3974,5027442
2021-05-06,pasta sauce,5960.52,3562,4624300
2021-05-06,syrups,1944.3300000000002,792,1179371
2021-05-07,pancake mixes,382.46,224,303882
2021-05-07,pasta,2885.94,3197,3850647
2021-05-07,pasta sauce,4285.0,2660,3437458
2021-05-07,syrups,1638.3500000000001,698,988885
2021-05-08,pancake mixes,491.21,286,396679
2021-05-08,pasta,3016.2400000000002,3352,3911645
2021-05-08,pasta sauce,4825.94,2974,3738322
2021-05-08,syrups,1725.89,728,1057377
2021-05-09,pancake mixes,523.04,299,431143
2021-05-09,pasta,2652.94,2928,3508509
2021-05-09,pasta sauce,4122.37,2538,3264818
2021-05-09,syrups,1575.0900000000001,678,1023669
2021-05-10,pancake mixes,583.92,351,508634
2021-05-10,pasta,2924.79,3147,3708799
2021-05-10,pasta sauce,4462.2,2772,3453014
2021-05-10,syrups,1892.23,788,1177793
2021-05-11,pancake mixes,729.1,428,582462
2021-05-11,pasta,3780.55,4267,4990989
2021-05-11,pasta sauce,5711.39,3603,4253436
2021-05-11,syrups,2563.9900000000002,1052,1481031
2021-05-19,pancake mixes,685.57,389,516025
2021-05-19,pasta,3780.54,3810,4749152
2021-05-19,pasta sauce,5663.2,3011,3907224
2021-05-19,syrups,2405.76,995,1332757
2021-05-20,pancake mixes,431.3,255,368384
2021-05-20,pasta,3366.04,3385,4482351
2021-05-20,pasta sauce,5149.04,2749,3809054
2021-05-20,syrups,1885.93,755,1116148
2021-05-21,pancake mixes,491.27,274,363351
2021-05-21,pasta,3041.75,3053,4016757
2021-05-21,pasta sauce,4569.72,2466,3398734
2021-05-21,syrups,1603.6000000000001,662,962907
2021-05-22,pancake mixes,467.96,292,389380
2021-05-22,pasta,3193.23,3282,4159648
2021-05-22,pasta sauce,4744.49,2559,3384762
2021-05-22,syrups,1838.66,762,1117834
2021-05-23,pancake mixes,545.12,310,441744
2021-05-23,pasta,3190.33,3181,4106818
2021-05-23,pasta sauce,4582.57,2463,3310189
2021-05-23,syrups,1986.32,823,1186650
2021-05-24,pancake mixes,777.54,454,634777
2021-05-24,pasta,3293.91,3296,4214201
2021-05-24,pasta sauce,4606.96,2563,3338798
2021-05-24,syrups,2382.02,988,1488288
2021-05-25,pancake mixes,891.26,513,687268
2021-05-25,pasta,4305.0,4282,5286046
2021-05-25,pasta sauce,5895.42,3245,4161148
2021-05-25,syrups,2945.38,1194,1659090
2021-06-02,pancake mixes,850.41,486,665040
2021-06-02,pasta,4662.89,4416,5977441
2021-06-02,pasta sauce,6947.12,3688,5065261
2021-06-02,syrups,2840.5,1197,1745436
2021-06-03,pancake mixes,560.2,329,462434
2021-06-03,pasta,3612.84,3408,4615518
2021-06-03,pasta sauce,5357.86,2828,3949178
2021-06-03,syrups,1984.76,836,1243577
2021-06-04,pancake mixes,546.47,322,478201
2021-06-04,pasta,2981.76,2834,3801559
2021-06-04,pasta sauce,4402.64,2364,3308152
2021-06-04,syrups,1846.53,791,1148837
2021-06-05,pancake mixes,799.26,464,635698
2021-06-05,pasta,4243.32,3983,5206695
2021-06-05,pasta sauce,5224.68,2852,3804849
2021-06-05,syrups,3171.96,1377,1950158
2021-06-06,pancake mixes,564.16,329,467727
2021-06-06,pasta,3423.42,3249,4235717
2021-06-06,pasta sauce,4209.77,2269,3021930
2021-06-06,syrups,2051.9700000000003,873,1292929
2021-06-07,pancake mixes,797.93,458,665336
2021-06-07,pasta,4027.72,3789,4947372
2021-06-07,pasta sauce,4536.77,2423,3180240
2021-06-07,syrups,2592.81,1097,1621826
2021-06-08,pancake mixes,955.07,543,763380
2021-06-08,pasta,6091.44,5783,7565442
2021-06-08,pasta sauce,6084.72,3288,4249285
2021-06-08,syrups,3642.32,1506,2181655
2021-06-16,pancake mixes,654.43,373,458444
2021-06-16,pasta,3644.9900000000002,3561,4367653
2021-06-16,pasta sauce,4476.07,2240,3021903
2021-06-16,syrups,2152.6,901,1223332
2021-06-17,pancake mixes,540.69,322,459371
2021-06-17,pasta,3592.82,3613,4857116
2021-06-17,pasta sauce,5786.53,2939,4101285
2021-06-17,syrups,1936.23,827,1233370
2021-06-18,pancake mixes,437.12,255,361359
2021-06-18,pasta,3310.67,3350,4395335
2021-06-18,pasta sauce,5125.2300000000005,2623,3541980
2021-06-18,syrups,1600.81,686,1018205
2021-06-19,pancake mixes,436.66,255,368432
2021-06-19,pasta,3422.19,3441,4442979
2021-06-19,pasta sauce,5152.9,2648,3600355
2021-06-19,syrups,1890.69,820,1194398
2021-06-20,pancake mixes,471.71,262,361868
2021-06-20,pasta,2802.93,2838,3729227
2021-06-20,pasta sauce,4325.59,2257,3033417
2021-06-20,syrups,1686.7,723,1068200
2021-06-21,pancake mixes,530.96,307,460548
2021-06-21,pasta,2712.12,2780,3654093
2021-06-21,pasta sauce,3688.12,1917,2610758
2021-06-21,syrups,1708.6200000000001,750,1094449
2021-06-22,pancake mixes,783.9,448,622520
2021-06-22,pasta,3743.4900000000002,3747,4820890
2021-06-22,pasta sauce,5197.82,2720,3528108
2021-06-22,syrups,2545.91,1102,1581725
2021-06-30,pancake mixes,672.57,381,500639
2021-06-30,pasta,4187.99,4209,5458664
2021-06-30,pasta sauce,6312.2,3280,4366940
2021-06-30,syrups,2417.21,975,1395770
2021-07-01,pancake mixes,456.51,269,391733
2021-07-01,pasta,3357.7200000000003,3411,4549882
2021-07-01,pasta sauce,5538.8,2935,4099774
2021-07-01,syrups,1950.33,802,1169897
2021-07-02,pancake mixes,362.86,214,309521
2021-07-02,pasta,2943.87,3014,3946141
2021-07-02,pasta sauce,4674.77,2491,3436597
2021-07-02,syrups,1549.45,660,914894
2021-07-03,pancake mixes,441.21,252,350360
2021-07-03,pasta,3005.3,3094,3973089
2021-07-03,pasta sauce,4829.41,2615,3506370
2021-07-03,syrups,1733.33,724,1036158
2021-07-04,pancake mixes,381.73,223,331615
2021-07-04,pasta,2840.15,2826,3644064
2021-07-04,pasta sauce,4238.12,2275,3055004
2021-07-04,syrups,1632.28,682,1034725
2021-07-05,pancake mixes,529.19,307,441343
2021-07-05,pasta,2880.91,2947,3820291
2021-07-05,pasta sauce,4430.62,2375,3185515
2021-07-05,syrups,1997.57,821,1229260
2021-07-06,pancake mixes,691.19,396,553330
2021-07-06,pasta,3610.7200000000003,3723,4782987
2021-07-06,pasta sauce,5307.4800000000005,2959,3874210
2021-07-06,syrups,2495.86,1048,1486269
2021-07-14,pancake mixes,715.76,410,546296
2021-07-14,pasta,4305.34,4355,5528718
2021-07-14,pasta sauce,6562.29,3620,4737977
2021-07-14,syrups,2461.33,1012,1418700
2021-07-15,pancake mixes,449.52,252,379953
2021-07-15,pasta,3594.11,3684,4908405
2021-07-15,pasta sauce,5706.42,3196,4332781
2021-07-15,syrups,1814.45,741,1091640
2021-07-16,pancake mixes,341.39,197,273899
2021-07-16,pasta,2805.4,2922,3760390
2021-07-16,pasta sauce,4483.2,2522,3450090
2021-07-16,syrups,1488.24,626,906077
2021-07-17,pancake mixes,386.13,222,305820
2021-07-17,pasta,2818.52,2914,3810165
2021-07-17,pasta sauce,4378.26,2496,3249598
2021-07-17,syrups,1593.3500000000001,656,947499
2021-07-18,pancake mixes,481.82,280,368054
2021-07-18,pasta,2816.42,2918,3706590
2021-07-18,pasta sauce,4129.66,2340,3072697
2021-07-18,syrups,1756.82,733,1024986
2021-07-19,pancake mixes,655.06,371,548897
2021-07-19,pasta,3357.05,3406,4337748
2021-07-19,pasta sauce,4535.81,2664,3523228
2021-07-19,syrups,2151.02,891,1340319
2021-07-20,pancake mixes,882.58,494,682304
2021-07-20,pasta,4386.54,4480,5575435
2021-07-20,pasta sauce,6068.29,3543,4462245
2021-07-20,syrups,2793.09,1189,1644695
2021-07-28,pancake mixes,807.21,434,572552
2021-07-28,pasta,4819.01,4904,6222367
2021-07-28,pasta sauce,7417.4400000000005,4161,5395024
2021-07-28,syrups,2618.15,1083,1496597
2021-07-29,pancake mixes,578.61,320,458103
2021-07-29,pasta,3547.77,3665,4919088
2021-07-29,pasta sauce,5923.47,3336,4439156
2021-07-29,syrups,2084.35,836,1253154
2021-07-30,pancake mixes,384.79,210,292949
2021-07-30,pasta,2834.61,2942,3850006
2021-07-30,pasta sauce,4444.4400000000005,2565,3439725
2021-07-30,syrups,1619.99,680,1000366
2021-07-31,pancake mixes,654.52,360,492562
2021-07-31,pasta,3885.53,3991,4998268
2021-07-31,pasta sauce,5498.1900000000005,3225,4112183
2021-07-31,syrups,2660.7,1095,1511346
2021-08-01,pancake mixes,451.89,254,356708
2021-08-01,pasta,2766.2400000000002,2820,3562697
2021-08-01,pasta sauce,4230.4,2409,3193544
2021-08-01,syrups,1571.29,675,988527
2021-08-02,pancake mixes,595.82,328,480358
2021-08-02,pasta,2804.14,2914,3753836
2021-08-02,pasta sauce,3726.58,2114,2831658
2021-08-02,syrups,1798.05,774,1168370
2021-08-03,pancake mixes,908.03,494,691716
2021-08-03,pasta,4067.7000000000003,4067,5065368
2021-08-03,pasta sauce,5120.76,2885,3701439
2021-08-03,syrups,2654.4700000000003,1082,1599300
